    #index           Reference          Calculated         Polynomials          Dispersion    Electrostatics (Permanent + Induced)    
       544      5.47291828e+00      5.44732510e+00      5.44732510e+00     -0.00000000e+00                          0.00000000e+00    
       545      9.18368571e+00      9.05678910e+00      9.05678910e+00     -0.00000000e+00                          0.00000000e+00    
       546      8.47029786e+00      8.45840381e+00      8.45840381e+00     -0.00000000e+00                          0.00000000e+00    
       547      8.22430618e+00      8.23736792e+00      8.23736792e+00     -0.00000000e+00                          0.00000000e+00    
       548      6.81317228e+00      6.82679025e+00      6.82679025e+00     -0.00000000e+00                          0.00000000e+00    
       549      7.27106199e+00      7.29730433e+00      7.29730433e+00     -0.00000000e+00                          0.00000000e+00    
       550      5.53358339e+00      5.56476505e+00      5.56476505e+00     -0.00000000e+00                          0.00000000e+00    
       551      3.15905861e+00      3.16965490e+00      3.16965490e+00     -0.00000000e+00                          0.00000000e+00    
       552      6.20689007e+00      6.16628178e+00      6.16628178e+00     -0.00000000e+00                          0.00000000e+00    
       553      7.42932522e+00      7.45226256e+00      7.45226256e+00     -0.00000000e+00                          0.00000000e+00    
       554      8.35959910e+00      8.44870760e+00      8.44870760e+00     -0.00000000e+00                          0.00000000e+00    
       555      1.05752035e+01      1.04498415e+01      1.04498415e+01     -0.00000000e+00                          0.00000000e+00    
       556      7.56987592e+00      7.53072709e+00      7.53072709e+00     -0.00000000e+00                          0.00000000e+00    
       557      8.39753368e+00      8.60099550e+00      8.60099550e+00     -0.00000000e+00                          0.00000000e+00    
       558      7.08436437e+00      7.10074296e+00      7.10074296e+00     -0.00000000e+00                          0.00000000e+00    
       559      3.33357966e+00      3.36470656e+00      3.36470656e+00     -0.00000000e+00                          0.00000000e+00    
       560      7.49357403e+00      7.52321214e+00      7.52321214e+00     -0.00000000e+00                          0.00000000e+00    
       561      9.77872527e+00      9.46949655e+00      9.46949655e+00     -0.00000000e+00                          0.00000000e+00    
       562      8.85511886e+00      8.70856611e+00      8.70856611e+00     -0.00000000e+00                          0.00000000e+00    
       563      7.73287050e+00      7.82107059e+00      7.82107059e+00     -0.00000000e+00                          0.00000000e+00    
       564      1.37640364e+01      1.38324890e+01      1.38324890e+01     -0.00000000e+00                          0.00000000e+00    
       565      1.06633362e+01      1.07646233e+01      1.07646233e+01     -0.00000000e+00                          0.00000000e+00    
       566      7.85900166e+00      7.70658391e+00      7.70658391e+00     -0.00000000e+00                          0.00000000e+00    
       567      5.62622650e+00      5.61308989e+00      5.61308989e+00     -0.00000000e+00                          0.00000000e+00    
       568      3.05263118e+00      3.04413529e+00      3.04413529e+00     -0.00000000e+00                          0.00000000e+00    
       569      3.14640388e+00      3.16349748e+00      3.16349748e+00     -0.00000000e+00                          0.00000000e+00    
       570      7.77892116e+00      7.63627542e+00      7.63627542e+00     -0.00000000e+00                          0.00000000e+00    
       571      1.33987416e+01      1.34376246e+01      1.34376246e+01     -0.00000000e+00                          0.00000000e+00    
       572      7.67523087e+00      7.70555459e+00      7.70555459e+00     -0.00000000e+00                          0.00000000e+00    
       573      9.06912218e+00      9.07613591e+00      9.07613591e+00     -0.00000000e+00                          0.00000000e+00    
       574      6.34417578e+00      6.38084918e+00      6.38084918e+00     -0.00000000e+00                          0.00000000e+00    
       575      9.28514100e+00      9.15637742e+00      9.15637742e+00     -0.00000000e+00                          0.00000000e+00    
       576      9.24471414e+00      9.31432234e+00      9.31432234e+00     -0.00000000e+00                          0.00000000e+00    
       577      8.17726418e+00      8.20132962e+00      8.20132962e+00     -0.00000000e+00                          0.00000000e+00    
       578      7.58410614e+00      7.63375531e+00      7.63375531e+00     -0.00000000e+00                          0.00000000e+00    
       579      1.42847451e+01      1.43910334e+01      1.43910334e+01     -0.00000000e+00                          0.00000000e+00    
       580      6.88000964e+00      6.78075488e+00      6.78075488e+00     -0.00000000e+00                          0.00000000e+00    
       581      1.18281022e+01      1.19350045e+01      1.19350045e+01     -0.00000000e+00                          0.00000000e+00    
       582      5.45639201e+00      5.49023394e+00      5.49023394e+00     -0.00000000e+00                          0.00000000e+00    
       583      1.45415902e+01      1.46869498e+01      1.46869498e+01     -0.00000000e+00                          0.00000000e+00    
       584      6.99230660e+00      6.85756499e+00      6.85756499e+00     -0.00000000e+00                          0.00000000e+00    
       585      6.71407015e+00      6.72714577e+00      6.72714577e+00     -0.00000000e+00                          0.00000000e+00    
       586      1.24780962e+01      1.26424946e+01      1.26424946e+01     -0.00000000e+00                          0.00000000e+00    
       587      5.48598755e+00      5.47198266e+00      5.47198266e+00     -0.00000000e+00                          0.00000000e+00    
       588      8.15738041e+00      8.35548708e+00      8.35548708e+00     -0.00000000e+00                          0.00000000e+00    
       589      6.31332208e+00      6.30216500e+00      6.30216500e+00     -0.00000000e+00                          0.00000000e+00    
       590      6.92980458e+00      7.11777283e+00      7.11777283e+00     -0.00000000e+00                          0.00000000e+00    
       591      6.65196271e+00      6.64632241e+00      6.64632241e+00     -0.00000000e+00                          0.00000000e+00    
       592      8.20167793e+00      8.25545392e+00      8.25545392e+00     -0.00000000e+00                          0.00000000e+00    
       593      7.78204208e+00      7.64232579e+00      7.64232579e+00     -0.00000000e+00                          0.00000000e+00    
       594      7.66504250e+00      7.52495334e+00      7.52495334e+00     -0.00000000e+00                          0.00000000e+00    
       595      6.14405052e+00      6.17510053e+00      6.17510053e+00     -0.00000000e+00                          0.00000000e+00    
       596      1.01863326e+01      1.01364701e+01      1.01364701e+01     -0.00000000e+00                          0.00000000e+00    
       597      1.00931763e+01      1.01252857e+01      1.01252857e+01     -0.00000000e+00                          0.00000000e+00    
       598      6.32379358e+00      6.29921727e+00      6.29921727e+00     -0.00000000e+00                          0.00000000e+00    
       599      8.63275699e+00      8.60470436e+00      8.60470436e+00     -0.00000000e+00                          0.00000000e+00    
       600      7.01843264e+00      7.06858414e+00      7.06858414e+00     -0.00000000e+00                          0.00000000e+00    
       601      1.17373488e+01      1.17953789e+01      1.17953789e+01     -0.00000000e+00                          0.00000000e+00    
       602      5.02926507e+00      5.02899391e+00      5.02899391e+00     -0.00000000e+00                          0.00000000e+00    
       603      8.07997002e+00      7.90918997e+00      7.90918997e+00     -0.00000000e+00                          0.00000000e+00    
       604      3.49600491e+00      3.48395846e+00      3.48395846e+00     -0.00000000e+00                          0.00000000e+00    
       605      8.11584123e+00      8.14988661e+00      8.14988661e+00     -0.00000000e+00                          0.00000000e+00    
       606      1.29813115e+01      1.29327087e+01      1.29327087e+01     -0.00000000e+00                          0.00000000e+00    
       607      7.25075001e+00      7.35168409e+00      7.35168409e+00     -0.00000000e+00                          0.00000000e+00    
       608      9.71873128e+00      9.59713694e+00      9.59713694e+00     -0.00000000e+00                          0.00000000e+00    
       609      9.66664084e+00      9.76340146e+00      9.76340146e+00     -0.00000000e+00                          0.00000000e+00    
       610      1.00649295e+01      9.81019193e+00      9.81019193e+00     -0.00000000e+00                          0.00000000e+00    
       611      5.30054796e+00      5.26630031e+00      5.26630031e+00     -0.00000000e+00                          0.00000000e+00    
       612      1.10967837e+01      1.11913356e+01      1.11913356e+01     -0.00000000e+00                          0.00000000e+00    
       613      1.31252275e+01      1.31755775e+01      1.31755775e+01     -0.00000000e+00                          0.00000000e+00    
       614      1.18676121e+01      1.17203633e+01      1.17203633e+01     -0.00000000e+00                          0.00000000e+00    
       615      5.69618070e+00      5.72765212e+00      5.72765212e+00     -0.00000000e+00                          0.00000000e+00    
       616      6.94213452e+00      6.99408319e+00      6.99408319e+00     -0.00000000e+00                          0.00000000e+00    
       617      7.23755964e+00      7.26380578e+00      7.26380578e+00     -0.00000000e+00                          0.00000000e+00    
       618      9.93709492e+00      9.90106859e+00      9.90106859e+00     -0.00000000e+00                          0.00000000e+00    
       619      9.83273846e+00      1.00830247e+01      1.00830247e+01     -0.00000000e+00                          0.00000000e+00    
       620      7.82556670e+00      7.82042396e+00      7.82042396e+00     -0.00000000e+00                          0.00000000e+00    
       621      1.44577066e+01      1.44266124e+01      1.44266124e+01     -0.00000000e+00                          0.00000000e+00    
       622      6.90118764e+00      6.98121995e+00      6.98121995e+00     -0.00000000e+00                          0.00000000e+00    
       623      8.47284812e+00      8.29350904e+00      8.29350904e+00     -0.00000000e+00                          0.00000000e+00    
       624      9.35139088e+00      9.22912344e+00      9.22912344e+00     -0.00000000e+00                          0.00000000e+00    
       625      1.00592316e+01      1.00471050e+01      1.00471050e+01     -0.00000000e+00                          0.00000000e+00    
       626      6.84562663e+00      6.80852557e+00      6.80852557e+00     -0.00000000e+00                          0.00000000e+00    
       627      1.07792227e+01      1.06344776e+01      1.06344776e+01     -0.00000000e+00                          0.00000000e+00    
       628      8.04973756e+00      8.04111820e+00      8.04111820e+00     -0.00000000e+00                          0.00000000e+00    
       629      6.80267819e+00      6.84266679e+00      6.84266679e+00     -0.00000000e+00                          0.00000000e+00    
       630      1.05741315e+01      1.07191421e+01      1.07191421e+01     -0.00000000e+00                          0.00000000e+00    
       631      7.19097641e+00      7.20256559e+00      7.20256559e+00     -0.00000000e+00                          0.00000000e+00    
       632      8.45884518e+00      8.19102350e+00      8.19102350e+00     -0.00000000e+00                          0.00000000e+00    
       633      9.05516744e+00      9.06385092e+00      9.06385092e+00     -0.00000000e+00                          0.00000000e+00    
       634      6.07035217e+00      6.09421005e+00      6.09421005e+00     -0.00000000e+00                          0.00000000e+00    
       635      1.12882028e+01      1.11755854e+01      1.11755854e+01     -0.00000000e+00                          0.00000000e+00    
       636      1.35145662e+01      1.33909014e+01      1.33909014e+01     -0.00000000e+00                          0.00000000e+00    
       637      3.10245688e+00      3.00998839e+00      3.00998839e+00     -0.00000000e+00                          0.00000000e+00    
       638      9.01664363e+00      9.00213590e+00      9.00213590e+00     -0.00000000e+00                          0.00000000e+00    
       639      9.43164344e+00      9.39576796e+00      9.39576796e+00     -0.00000000e+00                          0.00000000e+00    
       640      1.36938366e+01      1.38200067e+01      1.38200067e+01     -0.00000000e+00                          0.00000000e+00    
       641      7.03599280e+00      7.01381799e+00      7.01381799e+00     -0.00000000e+00                          0.00000000e+00    
       642      4.59254929e+00      4.62935386e+00      4.62935386e+00     -0.00000000e+00                          0.00000000e+00    
       643      7.56197193e+00      7.55306747e+00      7.55306747e+00     -0.00000000e+00                          0.00000000e+00    
       644      9.78271014e+00      9.78180830e+00      9.78180830e+00     -0.00000000e+00                          0.00000000e+00    
       645      7.57195316e+00      7.46702976e+00      7.46702976e+00     -0.00000000e+00                          0.00000000e+00    
       646      5.48000651e+00      5.52875268e+00      5.52875268e+00     -0.00000000e+00                          0.00000000e+00    
       647      7.32458529e+00      7.38697404e+00      7.38697404e+00     -0.00000000e+00                          0.00000000e+00    
       648      6.07658779e+00      6.13130825e+00      6.13130825e+00     -0.00000000e+00                          0.00000000e+00    
       649      7.36371760e+00      7.34257603e+00      7.34257603e+00     -0.00000000e+00                          0.00000000e+00    
       650      9.24474658e+00      9.34450735e+00      9.34450735e+00     -0.00000000e+00                          0.00000000e+00    
       651      6.00340136e+00      6.02665454e+00      6.02665454e+00     -0.00000000e+00                          0.00000000e+00    
       652      1.20974769e+01      1.20014793e+01      1.20014793e+01     -0.00000000e+00                          0.00000000e+00    
       653      4.04440696e+00      3.97414734e+00      3.97414734e+00     -0.00000000e+00                          0.00000000e+00    
       654      6.68917798e+00      6.75362670e+00      6.75362670e+00     -0.00000000e+00                          0.00000000e+00    
       655      1.22506307e+01      1.21856371e+01      1.21856371e+01     -0.00000000e+00                          0.00000000e+00    
       656      9.07143983e+00      9.11189624e+00      9.11189624e+00     -0.00000000e+00                          0.00000000e+00    
       657      1.94237276e+01      1.93534613e+01      1.93534613e+01     -0.00000000e+00                          0.00000000e+00    
       658      2.54217934e+01      2.52978644e+01      2.52978644e+01     -0.00000000e+00                          0.00000000e+00    
       659      1.12564839e+01      1.11888385e+01      1.11888385e+01     -0.00000000e+00                          0.00000000e+00    
       660      4.87420108e+00      4.78644149e+00      4.78644149e+00     -0.00000000e+00                          0.00000000e+00    
       661      6.01995695e+00      6.00283380e+00      6.00283380e+00     -0.00000000e+00                          0.00000000e+00    
       662      9.62159414e+00      9.55824686e+00      9.55824686e+00     -0.00000000e+00                          0.00000000e+00    
       663      8.15473577e+00      8.23019123e+00      8.23019123e+00     -0.00000000e+00                          0.00000000e+00    
       664      7.51924331e+00      7.58079648e+00      7.58079648e+00     -0.00000000e+00                          0.00000000e+00    
       665      7.54240613e+00      7.60825223e+00      7.60825223e+00     -0.00000000e+00                          0.00000000e+00    
       666      1.22229260e+01      1.21693321e+01      1.21693321e+01     -0.00000000e+00                          0.00000000e+00    
       667      8.03022051e+00      8.14374392e+00      8.14374392e+00     -0.00000000e+00                          0.00000000e+00    
       668      9.74594399e+00      9.70314002e+00      9.70314002e+00     -0.00000000e+00                          0.00000000e+00    
       669      7.85987967e+00      7.75614706e+00      7.75614706e+00     -0.00000000e+00                          0.00000000e+00    
       670      1.17123784e+01      1.18163978e+01      1.18163978e+01     -0.00000000e+00                          0.00000000e+00    
       671      1.48777346e+01      1.49959376e+01      1.49959376e+01     -0.00000000e+00                          0.00000000e+00    
       672      1.10798331e+01      1.10256954e+01      1.10256954e+01     -0.00000000e+00                          0.00000000e+00    
       673      8.78135224e+00      9.09573104e+00      9.09573104e+00     -0.00000000e+00                          0.00000000e+00    
       674      6.94022224e+00      6.85674950e+00      6.85674950e+00     -0.00000000e+00                          0.00000000e+00    
       675      7.99079409e+00      8.04467948e+00      8.04467948e+00     -0.00000000e+00                          0.00000000e+00    
       676      7.82888943e+00      7.84354423e+00      7.84354423e+00     -0.00000000e+00                          0.00000000e+00    
       677      1.34509325e+01      1.35710315e+01      1.35710315e+01     -0.00000000e+00                          0.00000000e+00    
       678      7.72281378e+00      7.59765017e+00      7.59765017e+00     -0.00000000e+00                          0.00000000e+00    
       679      1.54219286e+01      1.55532555e+01      1.55532555e+01     -0.00000000e+00                          0.00000000e+00    
       680      3.61444343e+00      3.59710162e+00      3.59710162e+00     -0.00000000e+00                          0.00000000e+00    
       681      5.58815488e+00      5.58924572e+00      5.58924572e+00     -0.00000000e+00                          0.00000000e+00    
       682      8.03663692e+00      8.19703120e+00      8.19703120e+00     -0.00000000e+00                          0.00000000e+00    
       683      4.81163079e+00      4.84267713e+00      4.84267713e+00     -0.00000000e+00                          0.00000000e+00    
       684      7.42456016e+00      7.38882829e+00      7.38882829e+00     -0.00000000e+00                          0.00000000e+00    
       685      4.84971183e+00      4.92928432e+00      4.92928432e+00     -0.00000000e+00                          0.00000000e+00    
       686      1.11764354e+01      1.13068422e+01      1.13068422e+01     -0.00000000e+00                          0.00000000e+00    
       687      1.27656960e+01      1.27280634e+01      1.27280634e+01     -0.00000000e+00                          0.00000000e+00    
       688      1.13431318e+01      1.13049416e+01      1.13049416e+01     -0.00000000e+00                          0.00000000e+00    
       689      6.72046435e+00      6.65170878e+00      6.65170878e+00     -0.00000000e+00                          0.00000000e+00    
       690      3.50399674e+00      3.53892581e+00      3.53892581e+00     -0.00000000e+00                          0.00000000e+00    
       691      4.68973218e+00      4.65930180e+00      4.65930180e+00     -0.00000000e+00                          0.00000000e+00    
       692      8.88804171e+00      8.79314488e+00      8.79314488e+00     -0.00000000e+00                          0.00000000e+00    
       693      6.94218917e+00      6.99697954e+00      6.99697954e+00     -0.00000000e+00                          0.00000000e+00    
       694      5.44542985e+00      5.52095056e+00      5.52095056e+00     -0.00000000e+00                          0.00000000e+00    
       695      1.25361461e+01      1.26434615e+01      1.26434615e+01     -0.00000000e+00                          0.00000000e+00    
       696      9.91981318e+00      9.81166422e+00      9.81166422e+00     -0.00000000e+00                          0.00000000e+00    
       697      7.83610058e+00      7.75432482e+00      7.75432482e+00     -0.00000000e+00                          0.00000000e+00    
       698      3.52490780e+00      3.48561188e+00      3.48561188e+00     -0.00000000e+00                          0.00000000e+00    
       699      1.08224311e+01      1.09537890e+01      1.09537890e+01     -0.00000000e+00                          0.00000000e+00    
       700      4.92718647e+00      4.93118347e+00      4.93118347e+00     -0.00000000e+00                          0.00000000e+00    
       701      6.28251526e+00      6.19223085e+00      6.19223085e+00     -0.00000000e+00                          0.00000000e+00    
       702      6.18128587e+00      6.24606614e+00      6.24606614e+00     -0.00000000e+00                          0.00000000e+00    
       703      7.13748349e+00      7.07793188e+00      7.07793188e+00     -0.00000000e+00                          0.00000000e+00    
       704      8.67477264e+00      8.63193474e+00      8.63193474e+00     -0.00000000e+00                          0.00000000e+00    
       705      1.07609510e+01      1.06130812e+01      1.06130812e+01     -0.00000000e+00                          0.00000000e+00    
       706      6.06944347e+00      6.11143003e+00      6.11143003e+00     -0.00000000e+00                          0.00000000e+00    
       707      5.52433942e+00      5.48646638e+00      5.48646638e+00     -0.00000000e+00                          0.00000000e+00    
       708      7.99644130e+00      8.07518691e+00      8.07518691e+00     -0.00000000e+00                          0.00000000e+00    
       709      7.64489261e+00      7.64599600e+00      7.64599600e+00     -0.00000000e+00                          0.00000000e+00    
       710      1.20136850e+01      1.21259711e+01      1.21259711e+01     -0.00000000e+00                          0.00000000e+00    
       711      7.82462914e+00      7.92018193e+00      7.92018193e+00     -0.00000000e+00                          0.00000000e+00    
       712      3.29983133e+00      3.27129275e+00      3.27129275e+00     -0.00000000e+00                          0.00000000e+00    
       713      6.17320198e+00      6.08812734e+00      6.08812734e+00     -0.00000000e+00                          0.00000000e+00    
       714      4.94330022e+00      4.94241065e+00      4.94241065e+00     -0.00000000e+00                          0.00000000e+00    
       715      5.75855087e+00      5.73638591e+00      5.73638591e+00     -0.00000000e+00                          0.00000000e+00    
       716      9.42108327e+00      9.41406207e+00      9.41406207e+00     -0.00000000e+00                          0.00000000e+00    
       717      6.94020122e+00      6.90768356e+00      6.90768356e+00     -0.00000000e+00                          0.00000000e+00    
       718      4.93022845e+00      4.95934652e+00      4.95934652e+00     -0.00000000e+00                          0.00000000e+00    
       719      8.43084979e+00      8.36427223e+00      8.36427223e+00     -0.00000000e+00                          0.00000000e+00    
       720      7.45943262e+00      7.57603056e+00      7.57603056e+00     -0.00000000e+00                          0.00000000e+00    
       721      8.85412595e+00      8.79512337e+00      8.79512337e+00     -0.00000000e+00                          0.00000000e+00    
       722      8.92715620e+00      9.04439065e+00      9.04439065e+00     -0.00000000e+00                          0.00000000e+00    
       723      1.13492572e+01      1.14245852e+01      1.14245852e+01     -0.00000000e+00                          0.00000000e+00    
       724      1.17612173e+01      1.17523240e+01      1.17523240e+01     -0.00000000e+00                          0.00000000e+00    
       725      6.11636819e+00      6.05724164e+00      6.05724164e+00     -0.00000000e+00                          0.00000000e+00    
       726      3.30075722e+00      3.29397203e+00      3.29397203e+00     -0.00000000e+00                          0.00000000e+00    
       727      7.52842120e+00      7.42310060e+00      7.42310060e+00     -0.00000000e+00                          0.00000000e+00    
       728      8.10506438e+00      7.99900393e+00      7.99900393e+00     -0.00000000e+00                          0.00000000e+00    
       729      1.42733347e+01      1.41245874e+01      1.41245874e+01     -0.00000000e+00                          0.00000000e+00    
       730      6.97142333e+00      6.99217548e+00      6.99217548e+00     -0.00000000e+00                          0.00000000e+00    
       731      3.94171277e+00      3.94565942e+00      3.94565942e+00     -0.00000000e+00                          0.00000000e+00    
       732      7.72657702e+00      7.68557719e+00      7.68557719e+00     -0.00000000e+00                          0.00000000e+00    
       733      8.42614767e+00      8.55309608e+00      8.55309608e+00     -0.00000000e+00                          0.00000000e+00    
       734      5.30366982e+00      5.36158701e+00      5.36158701e+00     -0.00000000e+00                          0.00000000e+00    
       735      1.15737278e+01      1.14386524e+01      1.14386524e+01     -0.00000000e+00                          0.00000000e+00    
       736      3.61360489e+00      3.62953375e+00      3.62953375e+00     -0.00000000e+00                          0.00000000e+00    
       737      1.31973292e+01      1.28030094e+01      1.28030094e+01     -0.00000000e+00                          0.00000000e+00    
       738      3.69927926e+00      3.75836467e+00      3.75836467e+00     -0.00000000e+00                          0.00000000e+00    
       739      1.05913554e+01      1.03946530e+01      1.03946530e+01     -0.00000000e+00                          0.00000000e+00    
       740      1.09227875e+01      1.11013066e+01      1.11013066e+01     -0.00000000e+00                          0.00000000e+00    
       741      1.11013592e+01      1.10641384e+01      1.10641384e+01     -0.00000000e+00                          0.00000000e+00    
       742      9.48824762e+00      9.47294476e+00      9.47294476e+00     -0.00000000e+00                          0.00000000e+00    
       743      4.12478151e+00      4.17582310e+00      4.17582310e+00     -0.00000000e+00                          0.00000000e+00    
       744      4.09448824e+00      4.11464441e+00      4.11464441e+00     -0.00000000e+00                          0.00000000e+00    
       745      5.19731242e+00      5.25011038e+00      5.25011038e+00     -0.00000000e+00                          0.00000000e+00    
       746      5.08855819e+00      5.00172347e+00      5.00172347e+00     -0.00000000e+00                          0.00000000e+00    
       747      9.22708916e+00      9.07513005e+00      9.07513005e+00     -0.00000000e+00                          0.00000000e+00    
       748      8.01376307e+00      7.99855063e+00      7.99855063e+00     -0.00000000e+00                          0.00000000e+00    
       749      6.09024265e+00      6.11314512e+00      6.11314512e+00     -0.00000000e+00                          0.00000000e+00    
       750      8.73563033e+00      8.75694601e+00      8.75694601e+00     -0.00000000e+00                          0.00000000e+00    
       751      3.51077927e+01      3.61341847e+01      3.61341847e+01     -0.00000000e+00                          0.00000000e+00    
       752      1.59505028e+01      1.59538283e+01      1.59538283e+01     -0.00000000e+00                          0.00000000e+00    
       753      1.33525858e+01      1.33610430e+01      1.33610430e+01     -0.00000000e+00                          0.00000000e+00    
       754      1.36429465e+01      1.35915215e+01      1.35915215e+01     -0.00000000e+00                          0.00000000e+00    
       755      2.07334599e+01      2.05258740e+01      2.05258740e+01     -0.00000000e+00                          0.00000000e+00    
       756      1.33841142e+01      1.32671417e+01      1.32671417e+01     -0.00000000e+00                          0.00000000e+00    
       757      1.62756968e+01      1.62801644e+01      1.62801644e+01     -0.00000000e+00                          0.00000000e+00    
       758      3.45550618e+01      3.44559658e+01      3.44559658e+01     -0.00000000e+00                          0.00000000e+00    
       759      8.05696672e+00      8.04651629e+00      8.04651629e+00     -0.00000000e+00                          0.00000000e+00    
       760      2.88008130e+01      2.88261099e+01      2.88261099e+01     -0.00000000e+00                          0.00000000e+00    
       761      2.19465984e+01      2.18610180e+01      2.18610180e+01     -0.00000000e+00                          0.00000000e+00    
       762      1.64641118e+01      1.64576552e+01      1.64576552e+01     -0.00000000e+00                          0.00000000e+00    
       763      1.83400619e+01      1.83480629e+01      1.83480629e+01     -0.00000000e+00                          0.00000000e+00    
       764      2.05539378e+01      2.06124139e+01      2.06124139e+01     -0.00000000e+00                          0.00000000e+00    
       765      3.10922242e+01      3.07354872e+01      3.07354872e+01     -0.00000000e+00                          0.00000000e+00    
       766      1.41462831e+01      1.41818100e+01      1.41818100e+01     -0.00000000e+00                          0.00000000e+00    
       767      1.93566496e+01      1.94572832e+01      1.94572832e+01     -0.00000000e+00                          0.00000000e+00    
       768      1.23032842e+01      1.23808899e+01      1.23808899e+01     -0.00000000e+00                          0.00000000e+00    
       769      9.17088320e+00      9.19792740e+00      9.19792740e+00     -0.00000000e+00                          0.00000000e+00    
       770      1.68873018e+01      1.69399160e+01      1.69399160e+01     -0.00000000e+00                          0.00000000e+00    
       771      1.54576689e+01      1.56795121e+01      1.56795121e+01     -0.00000000e+00                          0.00000000e+00    
       772      2.28920470e+01      2.29842376e+01      2.29842376e+01     -0.00000000e+00                          0.00000000e+00    
       773      8.61973943e+00      8.63414324e+00      8.63414324e+00     -0.00000000e+00                          0.00000000e+00    
       774      1.51239613e+01      1.58746611e+01      1.58746611e+01     -0.00000000e+00                          0.00000000e+00    
       775      1.92953441e+01      1.91016413e+01      1.91016413e+01     -0.00000000e+00                          0.00000000e+00    
       776      2.00685249e+01      2.07969766e+01      2.07969766e+01     -0.00000000e+00                          0.00000000e+00    
       777      1.29410121e+01      1.29121494e+01      1.29121494e+01     -0.00000000e+00                          0.00000000e+00    
       778      1.74109719e+01      1.72745754e+01      1.72745754e+01     -0.00000000e+00                          0.00000000e+00    
       779      8.95634988e+00      9.08065477e+00      9.08065477e+00     -0.00000000e+00                          0.00000000e+00    
       780      1.47518701e+01      1.48319548e+01      1.48319548e+01     -0.00000000e+00                          0.00000000e+00    
       781      2.32137649e+01      2.28272266e+01      2.28272266e+01     -0.00000000e+00                          0.00000000e+00    
       782      1.45355708e+01      1.45504209e+01      1.45504209e+01     -0.00000000e+00                          0.00000000e+00    
       783      3.27057875e+01      3.24657603e+01      3.24657603e+01     -0.00000000e+00                          0.00000000e+00    
       784      1.75406353e+01      1.73181444e+01      1.73181444e+01     -0.00000000e+00                          0.00000000e+00    
       785      2.72524751e+01      2.73006932e+01      2.73006932e+01     -0.00000000e+00                          0.00000000e+00    
       786      1.71167083e+01      1.70252693e+01      1.70252693e+01     -0.00000000e+00                          0.00000000e+00    
       787      2.83660875e+01      2.82876437e+01      2.82876437e+01     -0.00000000e+00                          0.00000000e+00    
       788      9.15282191e+00      9.20605909e+00      9.20605909e+00     -0.00000000e+00                          0.00000000e+00    
       789      2.27020469e+01      2.31844669e+01      2.31844669e+01     -0.00000000e+00                          0.00000000e+00    
       790      2.02634756e+01      2.00790191e+01      2.00790191e+01     -0.00000000e+00                          0.00000000e+00    
       791      9.70075414e+00      9.67663587e+00      9.67663587e+00     -0.00000000e+00                          0.00000000e+00    
       792      1.06295153e+01      1.07204912e+01      1.07204912e+01     -0.00000000e+00                          0.00000000e+00    
       793      2.07257285e+01      2.07970393e+01      2.07970393e+01     -0.00000000e+00                          0.00000000e+00    
       794      1.79394979e+01      1.82445809e+01      1.82445809e+01     -0.00000000e+00                          0.00000000e+00    
       795      2.61723244e+01      2.58134515e+01      2.58134515e+01     -0.00000000e+00                          0.00000000e+00    
       796      9.65770411e+00      9.66179379e+00      9.66179379e+00     -0.00000000e+00                          0.00000000e+00    
       797      1.24999345e+01      1.24671813e+01      1.24671813e+01     -0.00000000e+00                          0.00000000e+00    
       798      1.72012692e+01      1.72260898e+01      1.72260898e+01     -0.00000000e+00                          0.00000000e+00    
       799      1.86649655e+01      1.85354218e+01      1.85354218e+01     -0.00000000e+00                          0.00000000e+00    
       800      1.51098378e+01      1.55138479e+01      1.55138479e+01     -0.00000000e+00                          0.00000000e+00    
       801      1.07823537e+01      1.08790627e+01      1.08790627e+01     -0.00000000e+00                          0.00000000e+00    
       802      1.69196379e+01      1.70776742e+01      1.70776742e+01     -0.00000000e+00                          0.00000000e+00    
       803      2.35369758e+01      2.36175055e+01      2.36175055e+01     -0.00000000e+00                          0.00000000e+00    
       804      1.89270808e+01      1.87448094e+01      1.87448094e+01     -0.00000000e+00                          0.00000000e+00    
       805      2.20075264e+01      2.21234347e+01      2.21234347e+01     -0.00000000e+00                          0.00000000e+00    
       806      1.56509579e+01      1.55737095e+01      1.55737095e+01     -0.00000000e+00                          0.00000000e+00    
       807      1.83732708e+01      1.84735426e+01      1.84735426e+01     -0.00000000e+00                          0.00000000e+00    
       808      1.81157267e+01      1.77941374e+01      1.77941374e+01     -0.00000000e+00                          0.00000000e+00    
       809      1.41895416e+01      1.40909928e+01      1.40909928e+01     -0.00000000e+00                          0.00000000e+00    
       810      3.24821868e+01      3.25554896e+01      3.25554896e+01     -0.00000000e+00                          0.00000000e+00    
       811      2.24738696e+01      2.28324815e+01      2.28324815e+01     -0.00000000e+00                          0.00000000e+00    
       812      1.55443828e+01      1.57850135e+01      1.57850135e+01     -0.00000000e+00                          0.00000000e+00    
       813      1.92462998e+01      1.92447896e+01      1.92447896e+01     -0.00000000e+00                          0.00000000e+00    
       814      1.52985123e+01      1.52797505e+01      1.52797505e+01     -0.00000000e+00                          0.00000000e+00    
       815      6.11850047e+00      6.06873228e+00      6.06873228e+00     -0.00000000e+00                          0.00000000e+00    
       816      1.68039228e+01      1.68994275e+01      1.68994275e+01     -0.00000000e+00                          0.00000000e+00    
