#     index      Reference     Calculated        Error^2    
       901 3.68704051e+01 3.68277205e+01 1.82197776e-03    
       902 2.53000339e+01 2.47344298e+01 3.19908074e-01    
       903 1.04538776e+01 1.04886346e+01 1.20805077e-03    
       904 8.79568035e+00 8.82793487e+00 1.04035402e-03    
       905 1.56301779e+01 1.54346766e+01 3.82207651e-02    
       906 1.27705348e+01 1.27389655e+01 9.96624632e-04    
       907 1.44167992e+01 1.43958956e+01 4.36962375e-04    
       908 1.25258772e+01 1.22922333e+01 5.45895036e-02    
       909 3.40961360e+01 3.39190274e+01 3.13674721e-02    
       910 1.52625021e+01 1.53516368e+01 7.94498630e-03    
       911 9.75947792e+00 9.77805959e+00 3.45278309e-04    
       912 7.95652314e+01 8.01090121e+01 2.95697495e-01    
       913 3.73745239e+01 3.76115610e+01 5.61865905e-02    
       914 2.47226839e+01 2.45085962e+01 4.58335731e-02    
       915 3.70669864e+01 3.71287006e+01 3.80865162e-03    
       916 1.35004302e+01 1.36528464e+01 2.32306990e-02    
       917 8.54571603e+00 8.38006062e+00 2.74417152e-02    
       918 2.26477327e+01 2.30049399e+01 1.27596987e-01    
       919 2.01602312e+01 2.02107371e+01 2.55084552e-03    
       920 1.31203123e+01 1.29840579e+01 1.85652629e-02    
       921 1.75061877e+01 1.76744790e+01 2.83219601e-02    
       922 1.45316804e+01 1.45932430e+01 3.78994386e-03    
       923 1.41722555e+01 1.41337156e+01 1.48532612e-03    
       924 3.89228145e+01 3.89205687e+01 5.04359097e-06    
       925 1.16384941e+01 1.16891166e+01 2.56263811e-03    
       926 2.12439206e+01 2.10950252e+01 2.21698440e-02    
       927 1.64266073e+01 1.63460830e+01 6.48416856e-03    
       928 1.99551673e+01 1.97826904e+01 2.97482852e-02    
       929 1.02222200e+01 9.91804693e+00 9.25212817e-02    
       930 1.99527160e+01 2.00775552e+01 1.55848070e-02    
       931 1.28853919e+01 1.28790729e+01 3.99290816e-05    
       932 1.78616963e+01 1.80518855e+01 3.61719505e-02    
       933 2.42885475e+01 2.43050756e+01 2.73178497e-04    
       934 1.22457614e+01 1.19315063e+01 9.87563285e-02    
       935 1.12688084e+01 1.12031605e+01 4.30964106e-03    
       936 2.56690472e+01 2.51283645e+01 2.92337758e-01    
       937 1.40379630e+01 1.42670711e+01 5.24905414e-02    
       938 1.52366039e+01 1.52682285e+01 1.00011429e-03    
       939 2.03457116e+01 2.04308149e+01 7.24257537e-03    
       940 1.08443456e+01 1.07068887e+01 1.88943927e-02    
       941 4.42257582e+01 4.33741940e+01 7.25161557e-01    
       942 1.69287169e+01 1.72080330e+01 7.80174630e-02    
       943 1.83139782e+01 1.83669307e+01 2.80397381e-03    
       944 1.86122502e+01 1.86219857e+01 9.47795609e-05    
       945 1.66662927e+01 1.66537781e+01 1.56615961e-04    
       946 1.74837745e+01 1.70706916e+01 1.70637502e-01    
       947 1.86038690e+01 1.87880211e+01 3.39120056e-02    
       948 1.00989405e+01 1.01261756e+01 7.41749851e-04    
       949 1.51376588e+01 1.48333152e+01 9.26250423e-02    
       950 1.27722000e+01 1.26409101e+01 1.72370294e-02    
       951 5.00404029e+01 4.96033237e+01 1.91038286e-01    
       952 3.23837572e+01 3.31181261e+01 5.39297721e-01    
       953 5.75036911e+01 5.82110339e+01 5.00333825e-01    
       954 2.66213585e+01 2.66743799e+01 2.81127175e-03    
       955 4.56008047e+01 4.55582588e+01 1.81014908e-03    
       956 4.56557104e+01 4.51868878e+01 2.19794628e-01    
       957 3.53327993e+01 3.53573185e+01 6.01190969e-04    
       958 8.58912208e+01 8.57613401e+01 1.68690026e-02    
       959 8.12756936e+01 8.22467704e+01 9.42990059e-01    
       960 4.82498758e+01 4.91223394e+01 7.61192758e-01    
       961 3.67052469e+01 3.69801530e+01 7.55733730e-02    
       962 4.36964033e+01 4.38295251e+01 1.77214241e-02    
       963 6.15501231e+01 6.13135023e+01 5.59894201e-02    
       964 5.20713021e+01 5.13694067e+01 4.92657174e-01    
       965 2.35052982e+01 2.35636886e+01 3.40944625e-03    
       966 2.54574033e+01 2.53780302e+01 6.30010190e-03    
       967 2.13702473e+01 2.12798444e+01 8.17268311e-03    
       968 4.27007412e+01 4.23233883e+01 1.42395241e-01    
       969 2.11227898e+01 2.17126805e+01 3.47970977e-01    
       970 4.46272961e+01 4.46372433e+01 9.89480598e-05    
       971 1.02345380e+02 1.03239212e+02 7.98936011e-01    
       972 2.47069951e+01 2.44784867e+01 5.22160810e-02    
       973 3.52034679e+01 3.52139390e+01 1.09643757e-04    
       974 7.75961565e+01 7.77444642e+01 2.19951847e-02    
       975 3.17584346e+01 3.14749393e+01 8.03695776e-02    
       976 3.61263099e+01 3.58536037e+01 7.43686553e-02    
       977 5.19784206e+01 5.15485946e+01 1.84750463e-01    
       978 3.81936047e+01 3.89325277e+01 5.46007245e-01    
       979 3.79070280e+01 3.79620422e+01 3.02655455e-03    
       980 2.09119848e+01 2.08309252e+01 6.57066431e-03    
       981 2.74340038e+01 2.75647655e+01 1.70986020e-02    
       982 6.88561857e+01 6.84699303e+01 1.49193293e-01    
       983 4.74600165e+01 4.85473015e+01 1.18218864e+00    
       984 5.08651603e+01 5.08553925e+01 9.54101925e-05    
       985 5.14914907e+01 5.13242362e+01 2.79740837e-02    
       986 1.61331852e+02 1.59033941e+02 5.28039296e+00    
       987 5.50830363e+01 5.48803880e+01 4.10663542e-02    
       988 1.62321696e+02 1.60580135e+02 3.03303335e+00    
       989 3.29815880e+01 3.28666434e+01 1.32122565e-02    
       990 3.12225604e+01 3.08709010e+01 1.23664313e-01    
       991 3.93877159e+01 3.93063688e+01 6.61734386e-03    
       992 3.34657456e+01 3.40163149e+01 3.03126544e-01    
       993 4.71027613e+01 4.72301355e+01 1.62241847e-02    
       994 3.93822847e+01 3.98903769e+01 2.58157629e-01    
       995 6.40608766e+01 6.41315866e+01 4.99991244e-03    
       996 3.37055557e+01 3.32041488e+01 2.51408890e-01    
       997 5.79094563e+01 5.68388983e+01 1.14609439e+00    
       998 3.77741605e+01 3.84465331e+01 4.52084911e-01    
       999 3.24258536e+01 3.26732885e+01 6.12240545e-02    
      1000 2.32185704e+01 2.33607749e+01 2.02221171e-02    
